,mun_name,year,TH - INTERCOMMUNALITY / ACTUAL AMOUNT OF WHICH THP/E FOR THE BENEFIT OF THE STATE,yr_growth
53875,SAINT-JOSEPH,2011,253873.0,3306.3196028444922
1575,APCHON,2011,26023.0,3306.1518324607327
52297,SAINT-ETIENNE-DE-CHOMEIL,2011,25457.0,3294.266666666667
46165,PLOUFRAGAN,2011,1756127.0,3288.898108838286
18101,DOUELLE,2011,80358.0,3282.070707070707
14207,CLEGUER,2011,263027.0,3264.37707853671
57683,SAINTE-EULALIE,2011,475289.0,3261.783844956854
62977,TREMUSON,2011,179422.0,3261.221431247658
9231,BRUGHEAS,2011,143078.0,3233.5973904939424
51629,SAINT-CHAMANT,2011,66334.0,3231.69261677549
50801,SAINT-AMANDIN,2011,29773.0,3222.8794642857147
14517,COLLANDRES,2011,15624.0,3210.1694915254234
45985,PLERIN,2011,2655411.0,3205.7514907814307
59689,SERBANNES,2011,80785.0,3198.6933442221316
54251,SAINT-LAURENT-DES-COMBES,2011,28780.0,3189.142857142857
46837,PORDIC,2011,788392.0,3154.4561403508774
57435,SAINT-VINCENT-RIVE-D'OLT,2011,58268.0,3142.5153032832495
25687,HILLION,2011,472724.0,3132.5218818380745
12427,CHARMEIL,2011,101821.0,3129.337139232477
34829,LODDES,2011,19893.0,3118.9320388349515
12329,CHARBONNIERES,2011,52088.0,3115.3086419753085
64145,VARENNES-SUR-TECHE,2011,19476.0,3103.2894736842104
14433,COGNAT-LYONNE,2011,58778.0,3085.79945799458
33737,LES ORMES,2011,133966.0,3076.8081574579087
44725,PARNAY,2011,36874.0,3073.3218588640275
46765,PONTGIBAUD,2011,66612.0,3052.484619025083
20043,EVRAN,2011,156601.0,3051.559669953713
54421,SAINT-LEGER-SUR-VOUZANCE,2011,20829.0,3051.1346444780634
45951,PLEDRAN,2011,633219.0,3043.1500049637643
65673,VIEUX-MOULIN,2011,123391.0,3039.7201017811703
16363,CREUZIER-LE-VIEUX,2011,370444.0,3036.697713801863
65605,VIER-BORDES,2011,17682.0,3024.028268551237
60891,SOYONS,2011,279507.0,3019.8459649514452
9761,CABRIERES-D'AIGUES,2011,102809.0,3008.8297550650136
33267,LERY,2011,165778.0,3003.2946461999254
40105,MONTCOMBROUX-LES-MINES,2011,35757.0,2998.526863084922
31531,LE BOUCHAUD,2011,16183.0,2994.263862332696
31835,LE DONJON,2011,95526.0,2993.458549222798
32655,LE QUIOU,2011,26739.0,2991.2138728323703
52893,SAINT-GERMAIN,2011,446721.0,2990.853110080952
54547,SAINT-LOUP-SUR-SEMOUSE,2011,210431.0,2976.9264512355608
53901,SAINT-JUDOCE,2011,42309.0,2974.781976744186
30719,LANQUAIS,2011,48263.0,2970.165394402036
56021,SAINT-PERAY,2011,993803.0,2966.630666214089
39811,MONTAIGUET-EN-FOREZ,2011,37765.0,2965.340909090909
26775,JONQUIERES,2011,574462.0,2962.653942528123
58393,SANNES,2011,25938.0,2958.7264150943397
33175,LENAX,2011,26527.0,2952.5891829689294
991,AMFREVILLE,2011,80054.0,2948.5148514851485
33425,LES CHAMPS-GERAUX,2011,82819.0,2947.056659308315
54129,SAINT-JUVAT,2011,54762.0,2945.717463848721
60525,SORBIER,2011,23875.0,2945.280612244898
50357,RULLY,2011,189002.0,2942.530585962653
28845,LA MEAUGON,2011,101544.0,2942.0611144397844
7411,BOO-SILHEN,2011,34072.0,2936.7201426024953
57459,SAINT-VIVIEN,2011,103411.0,2929.9150307647233
4867,BEAUMONT-DE-PERTUIS,2011,126992.0,2925.7803192756733
66213,VILLELAURE,2011,337817.0,2925.136563087669
29421,LA TOUR-D'AIGUES,2011,487744.0,2922.519675280412
67207,VITROLLES-EN-LUBERON,2011,40581.0,2899.334811529933
8363,BRAFFAIS,2011,10213.0,2895.014662756598
52189,SAINT-DONAN,2011,103995.0,2893.5233160621765
57495,SAINT-YORRE,2011,319785.0,2889.48303262597
43069,NOTRE-DAME-DE-LIVOYE,2011,7951.0,2889.097744360902
1459,ANSOUIS,2011,167099.0,2887.1111905613157
33633,LES LOGES,2011,89972.0,2885.1360318513603
42361,NEUILLY-EN-DONJON,2011,17525.0,2880.442176870748
27761,LA CHAISE-BAUDOUIN,2011,26018.0,2876.887871853547
67463,VOUHE,2011,70616.0,2872.053872053872
47573,PRUDHOMAT,2011,64013.0,2870.4408352668215
8565,BRECEY,2011,156519.0,2865.4982948086395
35675,LUNEAU,2011,26477.0,2861.633109619687
53479,SAINT-JACQUES-D'AMBUR,2011,24506.0,2859.6618357487923
46131,PLOUASNE,2011,119880.0,2856.3501849568433
639,ALLAINVILLE,2011,34128.0,2854.805194805195
23525,GONDREVILLE,2011,317745.0,2848.909512761021
65677,VIEUX-PONT-EN-AUGE,2011,21591.0,2845.5661664392906
28891,LA MOTTE-D'AIGUES,2011,163015.0,2843.571686529433
45349,PEYPIN-D'AIGUES,2011,86095.0,2836.3915416098225
15267,CORNAS,2011,281998.0,2834.727859298574
23859,GRAMBOIS,2011,202074.0,2834.5628812082487
27477,LA BASTIDE-DES-JOURDANS,2011,169547.0,2825.746333045729
42695,NIEUL-LE-DOLENT,2011,205388.0,2822.8404724633556
21041,FLORESSAS,2011,15010.0,2820.233463035019
52825,SAINT-GEORGES-EN-AUGE,2011,8000.0,2819.70802919708
62287,TIREPIED,2011,40364.0,2816.4739884393066
33163,LEMPS,2011,61100.0,2816.4677804295943
23235,GINTRAC,2011,7456.0,2812.5
23935,GRANDCOURT,2011,20182.0,2803.884892086331
23247,GIRAC,2011,39775.0,2799.052478134111
30899,LARCHE,2011,137132.0,2793.6906520362945
44305,OUVILLE-LA-BIEN-TOURNEE,2011,13387.0,2791.360691144708
59705,SERE-EN-LAVEDAN,2011,10203.0,2790.3682719546746
47239,PRAYSSAC,2011,299042.0,2789.0155540527485
52133,SAINT-DIDIER-EN-DONJON,2011,19543.0,2786.706056129985
18387,DURAVEL,2011,108328.0,2784.900133155792
253,AGOS-VIDALOS,2011,55235.0,2782.828810020877
27491,LA BASTIDONNE,2011,101400.0,2781.50042625746
55161,SAINT-MARTIN-LE-REDON,2011,21397.0,2779.8115746971735
58175,SALLES,2011,590144.0,2778.3300004877337
54957,SAINT-MARTIN-DE-LA-BRASQUE,2011,101247.0,2777.970437748721
31529,LE BOUCHAGE,2011,37705.0,2776.048817696415
47823,PUYBRUN,2011,120799.0,2775.4820280885506
57833,SAINTE-MARGUERITE-DE-VIETTE,2011,28607.0,2775.075376884422
35829,LUZECH,2011,183834.0,2774.202626641651
29823,LACAPELLE-CABANAC,2011,14115.0,2768.9024390243903
47801,PUY-L'EVEQUE,2011,253467.0,2768.5717519239474
6345,BIARS-SUR-CERE,2011,196033.0,2765.141771411868
24195,GREZELS,2011,31015.0,2761.162361623616
56901,SAINT-SEBASTIEN,2011,84496.0,2760.3926878808393
37381,MARTINET,2011,69188.0,2760.190161223646
62937,TREMELOIR,2011,49608.0,2757.603686635945
58625,SARRY,2011,198264.0,2749.84907287624
8725,BRETENOUX,2011,181440.0,2748.3516483516482
57547,SAINTE-ANASTASIE,2011,203273.0,2747.758475763519
55889,SAINT-PASTOUS,2011,17690.0,2744.0514469453374
41057,MONTVIETTE,2011,16370.0,2742.013888888889
60607,SOTURAC,2011,83657.0,2741.610054347826
22391,GAGNAC-SUR-CERE,2011,84700.0,2741.328413284133
65105,VERNIX,2011,7719.0,2737.8676470588234
13375,CHEMILLY,2011,80730.0,2725.691284564228
53739,SAINT-JEAN-DU-CORAIL-DES-BOIS,2011,3924.0,2723.021582733813
56311,SAINT-PIERRE-LE-CHASTEL,2011,21891.0,2717.3745173745174
1855,ARGELES-GAZOST,2011,538586.0,2706.1584952847393
9847,CAHUS,2011,14310.0,2705.8823529411766
61671,TEYSSIEU,2011,15454.0,2704.7186932849363
52979,SAINT-GERMAIN-DES-PRES,2011,256475.0,2704.2313579706974
35827,LUZE,2011,58359.0,2700.3358925143953
34455,LIGUEUX,2011,24677.0,2697.845804988662
31227,LAVAL-DE-CERE,2011,36461.0,2693.9463601532566
52779,SAINT-GEORGES-DE-LIVOYE,2011,11508.0,2693.2038834951454
27325,L'ETOILE,2011,151728.0,2688.6050358390003
1269,ANGLARS-JUILLAC,2011,32167.0,2687.4350086655113
55545,SAINT-MICHEL-LOUBEJOU,2011,25810.0,2687.257019438445
67093,VIRE-SUR-LOT,2011,34397.0,2685.182186234818
44325,OUZOUS,2011,24835.0,2681.075027995521
1763,ARCIZANS-AVANT,2011,57744.0,2676.153846153846
16931,CUVES,2011,16896.0,2674.384236453202
9981,CAMBAYRAC,2011,12124.0,2668.036529680365
9101,BROMONT-LAMOTHE,2011,67032.0,2661.9283065512977
62677,TOUZAC,2011,29319.0,2660.734463276836
66739,VILLESEQUE,2011,31928.0,2657.167530224525
16103,COUZE-ET-SAINT-FRONT,2011,75950.0,2656.8058076225047
67467,VOUILLE,2011,706058.0,2650.9467778383855
4723,BEAUCENS,2011,51942.0,2643.8985736925515
28573,LA GOUTELLE,2011,47348.0,2641.63288940359
50023,ROUILLAC,2011,184449.0,2636.632047477745
66217,VILLELONGUE,2011,58250.0,2630.8954524144397
12275,CHAPDES-BEAUFORT,2011,74823.0,2623.807790316709
5197,BELAYE,2011,27971.0,2618.270165208941
5417,BELMONT-BRETENOUX,2011,26206.0,2612.8364389233957
61579,TERNANT,2011,36725.0,2606.337509211496
7057,BOIS-LE-ROI,2011,842743.0,2605.782443973544
1933,ARGUEL,2011,27201.0,2603.876739562624
10647,CASTELFRANC,2011,37272.0,2602.828136330674
3537,AYROS-ARBOUIX,2011,39134.0,2600.759144237405
45231,PESCADOIRES,2011,9124.0,2599.408284023669
28099,LA CHAPELLE-UREE,2011,8741.0,2597.8395061728397
10461,CARNAC-ROUFFIAC,2011,19952.0,2588.9487870619946
12207,CHANTELOUP,2011,233529.0,2586.4028528701256
30037,LAGARDELLE,2011,13996.0,2581.226053639847
23379,GLANES,2011,18268.0,2578.592375366569
32455,LE PETIT-CELLAND,2011,9077.0,2577.581120943953
20935,FLEUREY-LES-SAINT-LOUP,2011,8192.0,2568.4039087947885
19665,ESTAL,2011,6238.0,2565.811965811966
26339,ISOLA,2011,422215.0,2560.7953113183767
15263,CORNAC,2011,27762.0,2559.1954022988507
63777,VALENCE,2011,8562012.0,2557.8708503808925
31969,LE GRAND-CELLAND,2011,26961.0,2551.032448377581
50327,RUFFIAC,2011,102929.0,2546.670095140139
2213,ARTALENS-SOUIN,2011,17857.0,2545.4814814814813
23083,GEZ,2011,43188.0,2535.021354484442
59309,SEGONZAC,2011,213647.0,2531.768908598177
3545,AYZAC-OST,2011,63572.0,2524.7729149463253
33471,LES CRESNAYS,2011,12227.0,2523.8197424892705
52329,SAINT-ETIENNE-DE-TINEE,2011,565962.0,2520.6797555102794
40285,MONTFERMY,2011,11929.0,2510.2844638949673
30227,LALINDE,2011,307605.0,2503.7328593194516
66115,VILLEDIEU,2011,127699.0,2503.445463812436
55239,SAINT-MATHURIN,2011,163927.0,2495.835312747427
42963,NONVILLE,2011,62230.0,2492.9166666666665
13615,CHEVANNES,2011,469475.0,2491.493707220137
41553,MOUSSAC,2011,186955.0,2490.8398004434594
31951,LE GIROUARD,2011,69043.0,2487.8185907046477
47945,QUEMPER-GUEZENNEC,2011,88606.0,2483.265306122449
28883,LA MOTHE-ACHARD,2011,276063.0,2468.9838079285314
24571,GUILHERAND-GRANGES,2011,1623304.0,2468.6002721605114
57711,SAINTE-FLAIVE-DES-LOUPS,2011,170469.0,2461.5176558978214
66137,VILLEFARGEAU,2011,100549.0,2458.498727735369
46147,PLOUEC-DU-TRIEUX,2011,83361.0,2452.388242498469
62367,TORCY-LE-GRAND,2011,45112.0,2445.823927765237
61911,THIEVILLE,2011,15338.0,2443.6152570480926
33643,LES LOGES-SUR-BRECEY,2011,6631.0,2440.6130268199236
39111,MITTOIS,2011,9009.0,2437.746478873239
27941,LA CHAPELLE-HERMIER,2011,72690.0,2433.635413035901
25679,HIEVILLE,2011,15728.0,2432.6892109500805
35751,LUSSAC,2011,102653.0,2432.141095214603
60591,SOSSAIS,2011,19257.0,2430.4862023653086
52793,SAINT-GEORGES-DE-POINTINDOUX,2011,120856.0,2421.510536198623
56339,SAINT-PIERRE-SUR-DIVES,2011,188341.0,2420.9610493909786
53975,SAINT-JULIEN-DES-LANDES,2011,126005.0,2416.576792490513
8769,BRETTEVILLE-SUR-DIVES,2011,15969.0,2414.803149606299
27421,L'OUDON,2011,86518.0,2414.3272304562624
18147,DOUSSAY,2011,29515.0,2414.054514480409
54621,SAINT-MAIXANT,2011,131327.0,2413.9165390505364
65489,VICQ,2011,96072.0,2413.00026157468
62457,TOULAUD,2011,161104.0,2409.4080996884736
23037,GESNES-LE-GANDELIN,2011,82028.0,2409.2688895686756
8625,BRELIDY,2011,23716.0,2406.9767441860463
52313,SAINT-ETIENNE-DE-LISSE,2011,19999.0,2406.140350877193
41575,MOUSSY,2011,132756.0,2396.8215158924204
51999,SAINT-DALMAS-LE-SELVAGE,2011,11199.0,2394.2093541202676
15051,CONTEVILLE-LES-BOULOGNE,2011,38814.0,2384.8911651728554
50733,SAINT-ALBAN-D'AY,2011,105776.0,2381.257330518414
56041,SAINT-PEY-D'ARMENS,2011,22219.0,2379.7991071428573
16209,CRAVANT,2011,133257.0,2379.6613323409006
4201,BARGES,2011,61075.0,2373.6735520453626
43539,OISSEAU-LE-PETIT,2011,54712.0,2372.300045187528
51845,SAINT-CLET,2011,69259.0,2368.246614397719
22357,FYE,2011,84198.0,2364.091308165057
55453,SAINT-MESMIN,2011,135547.0,2361.805303305485
27781,LA CHAPELLE-ACHARD,2011,121990.0,2359.4758064516127
14357,CLOUE,2011,33620.0,2352.224653537564
15127,CORBENAY,2011,83963.0,2348.6147564887724
39517,MONETEAU,2011,473624.0,2345.141972121838
13525,CHERISAY,2011,27112.0,2342.5225225225226
64727,VENDEUVRE,2011,33501.0,2339.9854333576113
6819,BLEIGNY-LE-CARREAU,2011,25009.0,2339.9024390243903
52247,SAINT-EMILION,2011,176563.0,2338.041977354322
4819,BEAULIEU-SOUS-LA-ROCHE,2011,170278.0,2337.766642806013
36013,MAGNONCOURT,2011,25315.0,2334.1346153846152
367,AILLEVILLERS-ET-LYAUMONT,2011,111626.0,2328.7641427328113
21243,FONTAINE-LES-LUXEUIL,2011,89803.0,2319.9137698733493
49957,ROUESSE-FONTAINE,2011,20484.0,2318.417945690673
56691,SAINT-ROMAIN-D'AY,2011,84691.0,2306.6780335322533
12339,CHARBUY,2011,168220.0,2306.5808297567955
8419,BRANCHES,2011,41177.0,2305.198598130841
64815,VENOY,2011,189791.0,2298.47087071907
51689,SAINT-CHRISTOPHE-DES-BARDES,2011,30502.0,2296.0722702278085
9091,BROINDON,2011,14746.0,2289.9513776337117
57061,SAINT-SULPICE-DE-FALEYRENS,2011,114005.0,2287.539267015707
25193,HAUTEVELLE,2011,13703.0,2278.9930555555557
13821,CHITRY,2011,35325.0,2278.787878787879
47593,PRUNAY-EN-YVELINES,2011,99102.0,2269.1608893138896
43899,ORIVAL,2011,77224.0,2262.3126338329766
40273,MONTFAUCON,2011,532862.0,2260.721247563353
35801,LUX,2011,302687.0,2259.028914348063
65767,VIGNONET,2011,25612.0,2258.379373848987
55751,SAINT-OUEN-EN-BELIN,2011,105007.0,2254.4170403587445
51543,SAINT-BRIS-LE-VINEUX,2011,131230.0,2253.9013452914796
65609,VIERVILLE,2011,11297.0,2253.5416666666665
22375,GABRIAC,2011,31028.0,2252.388172858226
1595,APPOIGNY,2011,377493.0,2251.5417678938516
7975,BOURG-LE-ROI,2011,31082.0,2249.357520786092
52451,SAINT-FELIX,2011,277687.0,2248.105868425503
24709,GURGY,2011,199252.0,2247.7318251443385
21509,FORS,2011,172404.0,2246.2710941752857
63849,VALLAN,2011,47040.0,2246.1346633416456
58679,SATILLIEU,2011,151844.0,2245.0810810810813
66409,VILLENEUVE-SAINT-SALVES,2011,24662.0,2242.070275403609
48121,QUINTENAS,2011,109352.0,2241.0832798116035
5473,BELVEZET,2011,48034.0,2239.6980029225524
47951,QUENNE,2011,47895.0,2237.4816983894584
3233,AUXERRE,2011,4568496.0,2232.626677286931
52855,SAINT-GEORGES-SUR-BAULCHE,2011,595639.0,2231.9069803860157
1811,ARDOIX,2011,79254.0,2231.685789938217
39773,MONTAGNY,2011,275061.0,2228.066017774016
14921,CONDETTE,2011,355155.0,2227.3591087811274
40509,MONTIGNY-LA-RESLE,2011,60763.0,2225.411404515882
53855,SAINT-JEURE-D'AY,2011,29730.0,2222.65625
30251,LALOUVESC,2011,60262.0,2220.4466692337314
53289,SAINT-HILAIRE,2011,367437.0,2219.824483868931
56341,SAINT-PIERRE-SUR-DOUX,2011,8787.0,2218.4696569920843
45219,PERTHES,2011,281835.0,2209.744304212424
29493,LA VAIVRE,2011,8994.0,2200.2557544757033
57919,SAINTE-MESME,2011,117015.0,2198.016496465043
26349,ISQUES,2011,111605.0,2194.5106907894738
46809,PONTRIEUX,2011,117456.0,2194.0625
64305,VAUDELOGES,2011,8828.0,2192.987012987013
33177,LENCLOITRE,2011,130916.0,2192.3481001575906
9681,BUXEUIL,2011,94551.0,2189.370460048426
44285,OUTREAU,2011,1604151.0,2185.082833577869
46087,PLOEZAL,2011,116877.0,2184.092241547782
32387,LE NEUFBOURG,2011,40921.0,2180.9921962095873
64649,VELLES,2011,46675.0,2177.940458760371
43791,ORCHES,2011,18773.0,2175.5151515151515
60893,SPARSBACH,2011,26101.0,2173.6062717770037
17199,DANNES,2011,88831.0,2172.4737784599643
22975,GERMIGNEY,2011,21829.0,2171.488033298647
42917,NOLAY,2011,185056.0,2168.955370279549
59073,SAVIGNY-SOUS-FAYE,2011,18205.0,2167.123287671233
59239,SCORBE-CLAIRVAUX,2011,130289.0,2163.533703961084
8741,BRETIGNY,2011,149400.0,2155.0943396226417
7113,BOISSEROLLES,2011,3436.0,2145.751633986928
39633,MONT,2011,74419.0,2144.2400482509047
67895,WIMEREUX,2011,1321055.0,2141.507737206461
65,ABLIS,2011,218432.0,2141.247691360558
29049,LA PETITE-PIERRE,2011,71114.0,2141.2228175228493
52665,SAINT-GENEST-D'AMBIERE,2011,62562.0,2127.991452991453
5909,BERUS,2011,51919.0,2123.5117773019274
48659,REILHAC,2011,114703.0,2122.4956403797714
39047,MIRMANDE,2011,101583.0,2121.3645309424883
12981,CHATRES,2011,17881.0,2118.4863523573204
9759,CABRIERES,2011,219302.0,2116.0670978173
31995,LE GUA,2011,349689.0,2103.181703629032
1093,ANCINNES,2011,80684.0,2101.4733969986355
3427,AVOINE,2011,203557.0,2100.1405101599653
56315,SAINT-PIERRE-LE-VIEUX,2011,106616.0,2100.08254230293
3087,AUTHIE,2011,114160.0,2096.651914566096
45583,PIERREFITTE,2011,34543.0,2086.26582278481
25703,HINSBOURG,2011,12884.0,2080.0338409475467
10483,CARO,2011,70713.0,2073.1100184388447
41477,MOULINS-LE-CARBONNEL,2011,68457.0,2071.170313986679
29145,LA REPARA-AURIPLES,2011,22687.0,2066.857688634193
7443,BORDES,2011,253181.0,2066.7180145485668
33863,LES TONILS,2011,3250.0,2066.666666666667
44311,OUZILLY,2011,45139.0,2063.9022051773727
28111,LA CHAPELLE-YVON,2011,36911.0,2063.599062133646
66253,VILLEMER,2011,68798.0,2063.4591194968552
44011,ORSONVILLE,2011,23485.0,2062.523020257827
50379,RUNAN,2011,16178.0,2059.9465954606144
37267,MARSAIS,2011,82638.0,2059.341520773452
56807,SAINT-SATURNIN-DU-BOIS,2011,65832.0,2058.4262295081967
7897,BOURDEAUX,2011,84692.0,2058.3078491335373
67629,WABEN,2011,59983.0,2053.7881508078995
39361,MONCE-EN-BELIN,2011,306624.0,2047.9789842381788
6499,BILLY,2011,159421.0,2045.061894510226
58783,SAULON-LA-RUE,2011,70930.0,2044.844269730874
54917,SAINT-MARTIN-DE-BRETHENCOURT,2011,80702.0,2044.0488841657811
61525,TELOCHE,2011,250929.0,2042.1290763189347
7829,BOULOGNE-SUR-MER,2011,4973642.0,2035.1692932484473
48679,REIPERTSWILLER,2011,90231.0,2033.624970442185
56103,SAINT-PIERRE-D'AMILLY,2011,40156.0,2028.0339162692105
27705,LA CAPELLE-LES-BOULOGNE,2011,191353.0,2027.7993995329703
30291,LAMASTRE,2011,214912.0,2026.7887184562098
21819,FRANCHEVILLE,2011,1708304.0,2026.0254878534447
49753,ROQUEBRUNE,2011,27087.0,2024.4705882352941
12525,CHARRON,2011,179998.0,2021.1171341032286
57133,SAINT-SYMPHORIEN-DE-MAHUN,2011,8499.0,2019.4513715710723
68227,ZITTERSHEIM,2011,21651.0,2014.35546875
15163,CORCELLES-LES-CITEAUX,2011,82112.0,2012.4774890661179
4863,BEAUMONT,2011,2210640.0,2011.2830210303134
42305,NEUFCHATEL-HARDELOT,2011,2149197.0,2010.5113273693203
25533,HEROUVILLE-SAINT-CLAIR,2011,1822097.0,2009.8365021653042
18553,ECHINGHEN,2011,45152.0,2006.9528698086795
58781,SAULON-LA-CHAPELLE,2011,105517.0,2006.1277445109781
58489,SAOU,2011,69042.0,2003.6563071297992
42883,NOIRON-SOUS-GEVREY,2011,96974.0,2003.5574837310196
64033,VANDRE,2011,56597.0,2002.4145616641904
47877,PUYRAVAULT,2011,54826.0,2001.4181678804139
45059,PERE,2011,29020.0,2001.3758146270816
45473,PFALZWEYER,2011,26401.0,2000.3182179793157
61069,SURGERES,2011,563884.0,2000.283075089392
24453,GUER,2011,622745.0,1998.9046174587124
7599,BOUCHAMPS-LES-CRAON,2011,31032.0,1996.7567567567567
35391,LOUSSOUS-DEBAT,2011,7326.0,1993.1428571428573
45805,PITTEFAUX,2011,14897.0,1992.2752808988764
47811,PUY-SAINT-MARTIN,2011,96108.0,1992.033086634741
45255,PETERSBACH,2011,58611.0,1991.0096325365678
60879,SOYANS,2011,40214.0,1986.870783601453
455,AIX,2011,87672.0,1984.4507845934381
48751,REMINIAC,2011,28889.0,1981.3400576368877
51291,SAINT-BASILE,2011,32910.0,1978.9639924194566
21825,FRANCILLON-SUR-ROUBION,2011,21404.0,1978.0582524271847
67715,WARCQ,2011,170689.0,1977.7723676202068
21797,FRANCALMONT,2011,4610.0,1976.5765765765768
23995,GRANE,2011,168411.0,1975.5607591816613
8791,BREUIL-LA-REORTE,2011,34002.0,1972.0292504570384
59109,SAVOUGES,2011,33766.0,1968.995098039216
52943,SAINT-GERMAIN-DE-MARENCENNES,2011,94084.0,1966.4177465407424
67907,WINGEN-SUR-MODER,2011,152664.0,1965.8186738836264
2835,AUGY,2011,132570.0,1964.9532710280373
18997,EPAGNY,2011,356126.0,1962.2271121663098
62181,TIEFFENBACH,2011,17851.0,1958.938869665513
20975,FLEURY-SUR-ORNE,2011,325237.0,1958.2014934818378
52275,SAINT-ETIENNE-AU-MONT,2011,516492.0,1957.4911365175478
25585,HESDIN-L'ABBE,2011,185782.0,1956.0203629924747
44599,PARAY-DOUAVILLE,2011,19756.0,1955.7752341311134
45117,PERNES-LES-BOULOGNE,2011,52860.0,1955.2099533437015
51283,SAINT-BARTHELEMY-GROZON,2011,46553.0,1952.6014109347443
17979,DONJEUX,2011,24647.0,1952.2064945878433
747,ALLONNE,2011,218009.0,1950.6913742827578
22349,FUSTEROUAU,2011,9146.0,1950.6726457399104
14391,COBONNE,2011,15183.0,1948.9878542510123
62207,TIGNY-NOYELLE,2011,19367.0,1945.0897571277717
13501,CHERANCE,2011,35924.0,1944.6215139442231
18861,EMPURANY,2011,45731.0,1943.3869526362823
61989,THOIRE-SOUS-CONTENSOR,2011,6661.0,1943.2515337423315
67899,WIMMENAU,2011,110455.0,1942.8148696134642
6549,BION,2011,28899.0,1942.3321554770318
5287,BELLEFOND,2011,102081.0,1941.2117576484704
23161,GIGORS-ET-LOZERON,2011,22166.0,1939.1904323827046
45083,PERIERS-SUR-LE-DAN,2011,39424.0,1937.4160206718348
19041,EPERNAY-SOUS-GEVREY,2011,19370.0,1936.8033648790747
16479,CROISILLES,2011,185341.0,1934.9253403601228
14335,CLIOUSCLAT,2011,83331.0,1933.455344070278
19363,ESCHBOURG,2011,37842.0,1933.4228909188607
42621,NIAFLES,2011,23814.0,1930.1790281329922
49071,RICHEBOURG,2011,414270.0,1929.2432035268184
3805,BAINCTHUN,2011,141848.0,1928.7185354691076
54903,SAINT-MARTIN-DE-BERNEGOUE,2011,71306.0,1928.6201991465148
67897,WIMILLE,2011,355308.0,1927.435092724679
55903,SAINT-PAUL,2011,1468991.0,1926.6137821618265
54653,SAINT-MAMERT-DU-GARD,2011,165964.0,1925.4332438369538
32779,LE TEMPLE,2011,46514.0,1924.9891162385718
40197,MONTENEUF,2011,49054.0,1924.5150639702847
2797,AUGAN,2011,103812.0,1924.4149765990637
19167,EQUIHEN-PLAGE,2011,246659.0,1923.7856908434526
60987,STRUTH,2011,18982.0,1923.6673773987206
51309,SAINT-BAUZELY,2011,49764.0,1922.9268292682927
8237,BOUVIERES,2011,16400.0,1922.1948212083848
47193,PRAHECQ,2011,199267.0,1920.5536402352463
51087,SAINT-AUBIN-D'ARQUENAY,2011,56368.0,1920.358422939068
14605,COLOMBELLES,2011,322078.0,1920.1844069497586
45879,PLAN-DE-BAIX,2011,19727.0,1919.1402251791196
32555,LE POET-CELARD,2011,17834.0,1917.420814479638
39801,MONTAIGU,2011,458398.0,1916.886659626892
61239,TALCY,2011,24699.0,1916.2448979591836
50025,ROUILLE,2011,164577.0,1914.159833557704
34865,LOHR,2011,39810.0,1913.6570561456754
54837,SAINT-MARTIN-BOULOGNE,2011,1364474.0,1913.2111661945232
41283,MORTAIN,2011,160671.0,1912.4123246492986
34275,LICHTENBERG,2011,54447.0,1912.0842572062083
43629,OMBLEZE,2011,11647.0,1908.103448275862
16953,CUZIEU,2011,147171.0,1906.9684985681167
57567,SAINTE-AUSTREBERTHE,2011,55237.0,1905.7007988380537
23173,GILHOC-SUR-ORMEZE,2011,38304.0,1905.4450261780105
52371,SAINT-ETIENNE-LA-CIGOGNE,2011,8950.0,1902.2371364653243
14545,COLLINE-BEAUMONT,2011,14408.0,1898.3356449375865
41445,MOULEZAN,2011,57309.0,1898.2217573221756
43101,NOTRE-DAME-DU-TOUCHET,2011,40979.0,1894.1119221411193
939,AMBONIL,2011,17308.0,1894.0092165898618
21143,FONS,2011,188358.0,1893.4172928352207
34611,LION-SUR-MER,2011,318612.0,1892.32116058029
53137,SAINT-GERVAIS-EN-BELIN,2011,174656.0,1891.7436423765537
52695,SAINT-GENIES-DE-MALGOIRES,2011,269352.0,1891.0703725606152
42261,NESLES,2011,63728.0,1889.6347174523885
