,mun_name,year,TH - INTERCOMMUNALITY / ACTUAL AMOUNT OF WHICH THP/E FOR THE BENEFIT OF THE STATE,yr_growth
64600,VELANNE,2010,0.0,0.0
64598,VELAINES,2010,0.0,0.0
64596,VELAINE-SOUS-AMANCE,2010,0.0,0.0
64594,VELAINE-EN-HAYE,2010,0.0,0.0
22096,FRESPECH,2010,8368.0,0.0
64592,VEIX,2010,670.0,0.0
64590,VEILLY,2010,580.0,0.0
64588,VEILLEINS,2010,0.0,0.0
64586,VEILHES,2010,1393.0,0.0
64584,VEIGY-FONCENEX,2010,0.0,0.0
64626,VELLECHEVREUX-ET-COURBENANS,2010,853.0,0.0
22094,FRESNOY-LES-ROYE,2010,0.0,0.0
64624,VELLECHES,2010,5032.0,0.0
64622,VELLE-SUR-MOSELLE,2010,2805.0,0.0
64620,VELLE-LE-CHATEL,2010,3033.0,0.0
64618,VELIZY-VILLACOUBLAY,2010,0.0,0.0
64616,VELINES,2010,13616.0,0.0
64614,VELIEUX,2010,0.0,0.0
1456,ANSOST,2010,2309.0,0.0
1454,ANSIGNAN,2010,0.0,0.0
1452,ANSERVILLE,2010,0.0,0.0
1451,ANSE-BERTRAND,2010,15674.0,0.0
1450,ANSE-BERTRAND,2010,15674.0,0.0
1448,ANSE,2010,0.0,0.0
1446,ANSAUVILLERS,2010,11549.0,0.0
1444,ANSAUVILLE,2010,920.0,0.0
1442,ANSAN,2010,0.0,0.0
1440,ANSACQ,2010,0.0,0.0
1438,ANSAC-SUR-VIENNE,2010,7848.0,0.0
1476,ANTHENY,2010,4885.0,0.0
22092,FRESNOY-LE-LUAT,2010,8077.0,0.0
64612,VELET,2010,0.0,0.0
64610,VELESMES-ESSARTS,2010,3174.0,0.0
64608,VELESMES-ECHEVANNE,2010,0.0,0.0
64642,VELLERON,2010,0.0,0.0
64640,VELLEMOZ,2010,1024.0,0.0
64638,VELLEMINFROY,2010,2168.0,0.0
64636,VELLEGUINDRY-ET-LEVRECEY,2010,2185.0,0.0
64634,VELLEFRIE,2010,1088.0,0.0
64632,VELLEFREY-ET-VELLEFRANGE,2010,1683.0,0.0
64630,VELLEFAUX,2010,35448.0,0.0
64628,VELLECLAIRE,2010,1294.0,0.0
64660,VELOGNY,2010,1168.0,0.0
64658,VELLUIRE,2010,0.0,0.0
64656,VELLOREILLE-LES-CHOYE,2010,1074.0,0.0
64654,VELLEXON-QUEUTREY-ET-VAUDEY,2010,0.0,0.0
64652,VELLEVANS,2010,2721.0,0.0
22090,FRESNOY-LE-GRAND,2010,0.0,0.0
64650,VELLESCOT,2010,5684.0,0.0
1434,ANQUETIERVILLE,2010,5800.0,0.0
1432,ANOYE,2010,0.0,0.0
22088,FRESNOY-LE-CHATEAU,2010,0.0,0.0
1430,ANOUX,2010,12113.0,0.0
1428,ANOULD,2010,49150.0,0.0
1426,ANOST,2010,11616.0,0.0
1424,ANOS,2010,2918.0,0.0
1422,ANOR,2010,25655.0,0.0
22126,FRETHUN,2010,0.0,0.0
1458,ANSOUIS,2010,5594.0,0.0
64648,VELLES,2010,2049.0,0.0
64646,VELLEROT-LES-VERCEL,2010,247.0,0.0
64644,VELLEROT-LES-BELVOIR,2010,1325.0,0.0
64682,VENACO,2010,55348.0,0.0
64680,VENABLES,2010,0.0,0.0
64678,VEMARS,2010,26416.0,0.0
64676,VELZIC,2010,0.0,0.0
22124,FRETEVAL,2010,0.0,0.0
64674,VELYE,2010,6782.0,0.0
64672,VELVING,2010,0.0,0.0
64670,VELU,2010,0.0,0.0
64668,VELOTTE-ET-TATIGNECOURT,2010,1181.0,0.0
64666,VELOSNES,2010,2625.0,0.0
64664,VELORCEY,2010,0.0,0.0
22122,FRETERIVE,2010,8145.0,0.0
64662,VELONE-ORNETO,2010,1832.0,0.0
64704,VENDEGIES-AU-BOIS,2010,10022.0,0.0
64702,VENDAYS-MONTALIVET,2010,0.0,0.0
64700,VENDAT,2010,7489.0,0.0
64698,VENDARGUES,2010,0.0,0.0
64696,VENCE,2010,0.0,0.0
64694,VENASQUE,2010,0.0,0.0
64692,VENAS,2010,3205.0,0.0
64690,VENARSAL,2010,0.0,0.0
64688,VENAREY-LES-LAUMES,2010,42297.0,0.0
64686,VENANSON,2010,1711.0,0.0
64684,VENANSAULT,2010,0.0,0.0
22120,FRESVILLE,2010,17275.0,0.0
64722,VENDEUIL,2010,32753.0,0.0
22118,FRESSINES,2010,28526.0,0.0
64720,VENDES,2010,15456.0,0.0
64718,VENDENHEIM,2010,0.0,0.0
22116,FRESSIN,2010,0.0,0.0
64716,VENDENESSE-SUR-ARROUX,2010,6955.0,0.0
64714,VENDENESSE-LES-CHAROLLES,2010,15298.0,0.0
64712,VENDEMIAN,2010,19759.0,0.0
64710,VENDELLES,2010,0.0,0.0
1418,ANNOUX,2010,1429.0,0.0
1416,ANNOUVILLE-VILMESNIL,2010,10309.0,0.0
22114,FRESSIES,2010,0.0,0.0
1414,ANNOT,2010,37147.0,0.0
1412,ANNONVILLE,2010,0.0,0.0
1410,ANNONAY,2010,0.0,0.0
1408,ANNOIX,2010,0.0,0.0
1406,ANNOISIN-CHATELANS,2010,0.0,0.0
1404,ANNOIS,2010,7009.0,0.0
1402,ANNOIRE,2010,7052.0,0.0
1436,ANROSEY,2010,4948.0,0.0
64708,VENDEL,2010,4738.0,0.0
64706,VENDEGIES-SUR-ECAILLON,2010,8466.0,0.0
22112,FRESSENNEVILLE,2010,62642.0,0.0
64742,VENDINE,2010,0.0,0.0
64740,VENDIN-LES-BETHUNE,2010,0.0,0.0
64738,VENDIN-LE-VIEIL,2010,0.0,0.0
22110,FRESSELINES,2010,0.0,0.0
64736,VENDIERES,2010,4426.0,0.0
64734,VENDHUILE,2010,0.0,0.0
64732,VENDEVILLE,2010,0.0,0.0
64730,VENDEUVRE-SUR-BARSE,2010,3734.0,0.0
64728,VENDEUVRE-DU-POITOU,2010,26393.0,0.0
64726,VENDEUVRE,2010,1373.0,0.0
64724,VENDEUIL-CAPLY,2010,5433.0,0.0
22108,FRESSE-SUR-MOSELLE,2010,37905.0,0.0
64760,VENDREST,2010,9724.0,0.0
22146,FREVENT,2010,0.0,0.0
64758,VENDRESSE-BEAULNE,2010,4682.0,0.0
22144,FREULLEVILLE,2010,0.0,0.0
64756,VENDRESSE,2010,11052.0,0.0
64754,VENDRES,2010,0.0,0.0
64752,VENDRENNES,2010,25036.0,0.0
64750,VENDRANGES,2010,4843.0,0.0
64748,VENDOME,2010,392106.0,0.0
64746,VENDOIRE,2010,5638.0,0.0
64744,VENDOEUVRES,2010,8721.0,0.0
64782,VENETTE,2010,0.0,0.0
64780,VENESTANVILLE,2010,0.0,0.0
22142,FRETTERANS,2010,8942.0,0.0
64778,VENESMES,2010,40243.0,0.0
64776,VENES,2010,14033.0,0.0
64774,VENERQUE,2010,0.0,0.0
22140,FRETTEMEULE,2010,436.0,0.0
64772,VENEROLLES,2010,3680.0,0.0
64770,VENERIEU,2010,0.0,0.0
1396,ANNEZAY,2010,0.0,0.0
1394,ANNEYRON,2010,0.0,0.0
1392,ANNEVILLE-SUR-SCIE,2010,0.0,0.0
1390,ANNEVILLE-SUR-MER,2010,7333.0,0.0
1388,ANNEVILLE-LA-PRAIRIE,2010,1291.0,0.0
22138,FRETTECUISSE,2010,4282.0,0.0
1386,ANNEVILLE-EN-SAIRE,2010,8496.0,0.0
1384,ANNEVILLE-AMBOURVILLE,2010,0.0,0.0
1382,ANNEUX,2010,0.0,0.0
1380,ANNET-SUR-MARNE,2010,0.0,0.0
22136,FRETOY-LE-CHATEAU,2010,0.0,0.0
1378,ANNESSE-ET-BEAULIEU,2010,12593.0,0.0
1420,ANNOVILLE,2010,28742.0,0.0
64768,VENERE,2010,3649.0,0.0
64766,VENERAND,2010,0.0,0.0
64764,VENELLES,2010,0.0,0.0
64762,VENEJAN,2010,0.0,0.0
64804,VENNES,2010,1053.0,0.0
64802,VENNECY,2010,0.0,0.0
17990,DONNEMENT,2010,295.0,0.0
64800,VENNANS,2010,3990.0,0.0
64798,VENIZY,2010,0.0,0.0
64796,VENIZEL,2010,0.0,0.0
64794,VENISSIEUX,2010,0.0,0.0
64792,VENISEY,2010,1427.0,0.0
64790,VENISE,2010,4007.0,0.0
17988,DONNEMARIE-DONTILLY,2010,22723.0,0.0
64788,VENGEONS,2010,25780.0,0.0
64786,VENEY,2010,772.0,0.0
64784,VENEUX-LES-SABLONS,2010,0.0,0.0
64824,VENTELAY,2010,15451.0,0.0
64822,VENTAVON,2010,0.0,0.0
64820,VENTABREN,2010,0.0,0.0
64818,VENSAT,2010,0.0,0.0
64816,VENSAC,2010,0.0,0.0
64814,VENOY,2010,7913.0,0.0
64812,VENOUSE,2010,3419.0,0.0
64810,VENOSC,2010,134.0,0.0
64808,VENON,2010,16568.0,0.0
64806,VENNEZEY,2010,316.0,0.0
64844,VENTOUSE,2010,1760.0,0.0
64842,VENTISERI,2010,0.0,0.0
64840,VENTHON,2010,0.0,0.0
17986,DONNEMAIN-SAINT-MAMES,2010,0.0,0.0
64838,VENTEUIL,2010,41385.0,0.0
64836,VENTEUGES,2010,3240.0,0.0
17984,DONNELAY,2010,2249.0,0.0
64834,VENTES-SAINT-REMY,2010,4789.0,0.0
18022,DORANS,2010,3622.0,0.0
64832,VENTEROL,2010,16870.0,0.0
1374,ANNEPONT,2010,11624.0,0.0
1372,ANNEOT,2010,821.0,0.0
1370,ANNEMASSE,2010,0.0,0.0
1368,ANNELLES,2010,4489.0,0.0
1366,ANNECY-LE-VIEUX,2010,0.0,0.0
1364,ANNECY,2010,0.0,0.0
18020,DORANGES,2010,0.0,0.0
1362,ANNEBAULT,2010,15878.0,0.0
1360,ANNAY-SUR-SEREIN,2010,4916.0,0.0
1358,ANNAY-LA-COTE,2010,2385.0,0.0
1400,ANNOEULLIN,2010,227212.0,0.0
1398,ANNEZIN,2010,0.0,0.0
64830,VENTENAC-EN-MINERVOIS,2010,0.0,0.0
18018,DONZY-LE-PERTUIS,2010,3456.0,0.0
64828,VENTENAC-CABARDES,2010,16249.0,0.0
64826,VENTENAC,2010,0.0,0.0
18016,DONZY-LE-NATIONAL,2010,6798.0,0.0
64862,VERARGUES,2010,0.0,0.0
64860,VERANNE,2010,0.0,0.0
64858,VERAC,2010,0.0,0.0
64856,VER-SUR-MER,2010,24271.0,0.0
64854,VER-SUR-LAUNETTE,2010,32818.0,0.0
64852,VER-LES-CHARTRES,2010,3288.0,0.0
64850,VER,2010,10566.0,0.0
64848,VENZOLASCA,2010,36228.0,0.0
64846,VENTRON,2010,8873.0,0.0
18014,DONZY,2010,27895.0,0.0
64884,VERCLAUSE,2010,2147.0,0.0
64882,VERCIA,2010,0.0,0.0
64880,VERCHOCQ,2010,0.0,0.0
64878,VERCHIN,2010,0.0,0.0
64876,VERCHENY,2010,6265.0,0.0
64874,VERCHAIX,2010,0.0,0.0
64872,VERCHAIN-MAUGRE,2010,0.0,0.0
64870,VERCEL-VILLEDIEU-LE-CAMP,2010,20418.0,0.0
64868,VERBIESLES,2010,0.0,0.0
64866,VERBERIE,2010,55360.0,0.0
64864,VERAZA,2010,561.0,0.0
64908,VERDETS,2010,0.0,0.0
64906,VERDESE,2010,0.0,0.0
64904,VERDES,2010,0.0,0.0
18012,DONZERE,2010,0.0,0.0
64902,VERDERONNE,2010,27226.0,0.0
64900,VERDEREL-LES-SAUQUEUSE,2010,0.0,0.0
64898,VERDENAL,2010,1415.0,0.0
64896,VERDELOT,2010,0.0,0.0
64894,VERDELAIS,2010,0.0,0.0
64892,VERDALLE,2010,0.0,0.0
1354,ANLHIAC,2010,3267.0,0.0
1352,ANLEZY,2010,2604.0,0.0
1350,ANLA,2010,1671.0,0.0
1348,ANJOUTEY,2010,41428.0,0.0
1346,ANJOUIN,2010,0.0,0.0
1344,ANJOU,2010,0.0,0.0
1342,ANJEUX,2010,0.0,0.0
22134,FRETOY,2010,2406.0,0.0
1340,ANIZY-LE-CHATEAU,2010,55414.0,0.0
1338,ANISY,2010,3386.0,0.0
1376,ANNEQUIN,2010,0.0,0.0
22132,FRETIN,2010,0.0,0.0
64890,VERDACHES,2010,1300.0,0.0
64888,VERCOURT,2010,0.0,0.0
22130,FRETIGNY,2010,4125.0,0.0
64886,VERCOIRAN,2010,2818.0,0.0
64928,VEREAUX,2010,4718.0,0.0
64926,VERDUN-SUR-LE-DOUBS,2010,17124.0,0.0
64924,VERDUN-SUR-GARONNE,2010,96501.0,0.0
22128,FRETIGNEY-ET-VELLOREILLE,2010,12024.0,0.0
64922,VERDUN-EN-LAURAGAIS,2010,12973.0,0.0
64920,VERDUN,2010,2331816.0,0.0
64918,VERDONNET,2010,0.0,0.0
22168,FRIAIZE,2010,0.0,0.0
64916,VERDON,2010,14654.0,0.0
64914,VERDILLY,2010,0.0,0.0
64912,VERDILLE,2010,4262.0,0.0
64910,VERDIGNY,2010,0.0,0.0
64948,VERGES,2010,4563.0,0.0
64946,VERGEROUX,2010,0.0,0.0
64944,VERGEAL,2010,0.0,0.0
22166,FREYSSENET,2010,118.0,0.0
64942,VERGAVILLE,2010,9373.0,0.0
64940,VERFEUIL,2010,7747.0,0.0
64938,VERFEIL,2010,4825.0,0.0
64936,VEREUX,2010,0.0,0.0
64934,VERETZ,2010,0.0,0.0
64932,VEREL-PRAGONDRAN,2010,0.0,0.0
64930,VEREL-DE-MONTBEL,2010,3089.0,0.0
22164,FREYMING-MERLEBACH,2010,0.0,0.0
64970,VERGONGHEON,2010,0.0,0.0
64968,VERGONCEY,2010,4966.0,0.0
64966,VERGOIGNAN,2010,0.0,0.0
22162,FREYCHENET,2010,0.0,0.0
64964,VERGNE,2010,5510.0,0.0
64962,VERGISSON,2010,0.0,0.0
64960,VERGIGNY,2010,7262.0,0.0
64958,VERGIES,2010,11639.0,0.0
1334,ANIANE,2010,59317.0,0.0
1332,ANHIERS,2010,0.0,0.0
1330,ANHAUX,2010,5501.0,0.0
1328,ANGY,2010,0.0,0.0
22160,FREYCENET-LA-TOUR,2010,3915.0,0.0
1326,ANGUILCOURT-LE-SART,2010,13695.0,0.0
1324,ANGUERNY,2010,3078.0,0.0
1322,ANGRIE,2010,0.0,0.0
1320,ANGRESSE,2010,67069.0,0.0
1318,ANGRES,2010,0.0,0.0
1356,ANNAY,2010,0.0,0.0
22158,FREYCENET-LA-CUCHE,2010,3928.0,0.0
64956,VERGHEAS,2010,0.0,0.0
64954,VERGEZE,2010,0.0,0.0
64952,VERGEZAC,2010,0.0,0.0
64950,VERGETOT,2010,3753.0,0.0
64990,VERINES,2010,21218.0,0.0
64988,VERIN,2010,0.0,0.0
64986,VERIGNY,2010,0.0,0.0
64984,VERIGNON,2010,0.0,0.0
64982,VERIA,2010,1838.0,0.0
64980,VERGT-DE-BIRON,2010,13297.0,0.0
64978,VERGT,2010,100976.0,0.0
64976,VERGRANNE,2010,1164.0,0.0
22156,FREYBOUSE,2010,2148.0,0.0
64974,VERGONS,2010,4614.0,0.0
64972,VERGONNES,2010,0.0,0.0
65012,VERMANDOVILLERS,2010,6809.0,0.0
65010,VERMAND,2010,0.0,0.0
65008,VERLUS,2010,1332.0,0.0
65006,VERLINGHEM,2010,0.0,0.0
65004,VERLINCTHUN,2010,0.0,0.0
65002,VERLIN,2010,0.0,0.0
65000,VERLHAC-TESCOU,2010,6252.0,0.0
64998,VERLANS,2010,0.0,0.0
1314,ANGOVILLE-AU-PLAIN,2010,477.0,0.0
1312,ANGOVILLE,2010,0.0,0.0
1310,ANGOUSTRINE-VILLENEUVE-DES-ESCALDES,2010,0.0,0.0
1308,ANGOUS,2010,2183.0,0.0
1306,ANGOUME,2010,0.0,0.0
1304,ANGOULINS,2010,0.0,0.0
1302,ANGOULEME,2010,0.0,0.0
1300,ANGOS,2010,0.0,0.0
1298,ANGOMONT,2010,656.0,0.0
1296,ANGOISSE,2010,2576.0,0.0
1336,ANICHE,2010,0.0,0.0
64996,VERJUX,2010,6247.0,0.0
22154,FREVIN-CAPELLE,2010,0.0,0.0
64994,VERJON,2010,10840.0,0.0
64992,VERISSEY,2010,1135.0,0.0
65032,VERNANTOIS,2010,8775.0,0.0
65030,VERNANTES,2010,0.0,0.0
65028,VERNANCOURT,2010,2928.0,0.0
65026,VERNAJOUL,2010,0.0,0.0
65024,VERNAISON,2010,0.0,0.0
65022,VERNAIS,2010,3280.0,0.0
65020,VERN-SUR-SEICHE,2010,144904.0,0.0
65018,VERN-D'ANJOU,2010,0.0,0.0
65016,VERMENTON,2010,8391.0,0.0
65014,VERMELLES,2010,0.0,0.0
65054,VERNET-LA-VARENNE,2010,0.0,0.0
65052,VERNET,2010,0.0,0.0
65050,VERNEIX,2010,4291.0,0.0
65048,VERNEIL-LE-CHETIF,2010,7373.0,0.0
65046,VERNEIGES,2010,0.0,0.0
65044,VERNEGUES,2010,0.0,0.0
65042,VERNE,2010,1479.0,0.0
22152,FREVILLERS,2010,0.0,0.0
1292,ANGLURE-SOUS-DUN,2010,3436.0,0.0
22150,FREVILLE-DU-GATINAIS,2010,0.0,0.0
1290,ANGLURE,2010,72976.0,0.0
1288,ANGLIERS,2010,19368.0,0.0
1286,ANGLET,2010,0.0,0.0
1284,ANGLESQUEVILLE-LA-BRAS-LONG,2010,1040.0,0.0
1282,ANGLESQUEVILLE-L'ESNEVAL,2010,4788.0,0.0
1280,ANGLES-SUR-L'ANGLIN,2010,0.0,0.0
1278,ANGLES,2010,70820.0,0.0
1316,ANGOVILLE-SUR-AY,2010,4520.0,0.0
65040,VERNAY,2010,2012.0,0.0
65038,VERNAUX,2010,0.0,0.0
65036,VERNASSAL,2010,12153.0,0.0
65034,VERNAS,2010,0.0,0.0
65074,VERNEUIL-PETIT,2010,2170.0,0.0
65072,VERNEUIL-MOUSTIERS,2010,4873.0,0.0
65070,VERNEUIL-LE-CHATEAU,2010,973.0,0.0
22148,FREVILLE,2010,15368.0,0.0
65068,VERNEUIL-L'ETANG,2010,35996.0,0.0
65066,VERNEUIL-GRAND,2010,3683.0,0.0
65064,VERNEUIL-EN-HALATTE,2010,0.0,0.0
65062,VERNEUIL-EN-BOURBONNAIS,2010,0.0,0.0
65060,VERNEUIL,2010,42676.0,0.0
65058,VERNEUGHEOL,2010,0.0,0.0
65056,VERNET-LES-BAINS,2010,0.0,0.0
65096,VERNIERFONTAINE,2010,2601.0,0.0
65094,VERNIE,2010,2544.0,0.0
65092,VERNEVILLE,2010,4913.0,0.0
65090,VERNEUSSES,2010,5821.0,0.0
65088,VERNEUIL-SUR-VIENNE,2010,0.0,0.0
65086,VERNEUIL-SUR-SERRE,2010,0.0,0.0
65084,VERNEUIL-SUR-SEINE,2010,0.0,0.0
65082,VERNEUIL-SUR-INDRE,2010,0.0,0.0
1272,ANGLARS-SAINT-FELIX,2010,22235.0,0.0
1270,ANGLARS-NOZAC,2010,10724.0,0.0
1268,ANGLARS-JUILLAC,2010,1154.0,0.0
22186,FRIEDOLSHEIM,2010,2834.0,0.0
1266,ANGLARS,2010,10002.0,0.0
1264,ANGLARDS-DE-SALERS,2010,5891.0,0.0
1262,ANGLARDS-DE-SAINT-FLOUR,2010,3522.0,0.0
1260,ANGLADE,2010,0.0,0.0
1258,ANGIVILLERS,2010,0.0,0.0
1294,ANGLUZELLES-ET-COURCELLES,2010,5855.0,0.0
65080,VERNEUIL-SUR-IGNERAIE,2010,0.0,0.0
65078,VERNEUIL-SUR-AVRE,2010,128671.0,0.0
65076,VERNEUIL-SOUS-COUCY,2010,5633.0,0.0
65116,VERNON,2010,14259.0,0.0
22184,FRIDEFONT,2010,2102.0,0.0
65114,VERNOLS,2010,3149.0,0.0
65112,VERNOIS-SUR-MANCE,2010,2769.0,0.0
65110,VERNOIS-LES-VESVRES,2010,213.0,0.0
65108,VERNOIS-LES-BELVOIR,2010,975.0,0.0
65106,VERNOIL-LE-FOURRIER,2010,0.0,0.0
65104,VERNIX,2010,272.0,0.0
65102,VERNIOZ,2010,0.0,0.0
65100,VERNIOLLE,2010,0.0,0.0
65098,VERNINES,2010,0.0,0.0
65138,VERNOUX-SUR-BOUTONNE,2010,1650.0,0.0
65136,VERNOUX-EN-VIVARAIS,2010,0.0,0.0
65134,VERNOUX-EN-GATINE,2010,10641.0,0.0
65132,VERNOUX,2010,1757.0,0.0
65130,VERNOUILLET,2010,0.0,0.0
65128,VERNOU-SUR-BRENNE,2010,0.0,0.0
65126,VERNOU-LA-CELLE-SUR-SEINE,2010,0.0,0.0
65124,VERNOU-EN-SOLOGNE,2010,0.0,0.0
65122,VERNOT,2010,1391.0,0.0
65120,VERNOSC-LES-ANNONAY,2010,0.0,0.0
65118,VERNONVILLIERS,2010,0.0,0.0
65156,VERPEL,2010,1240.0,0.0
65154,VEROSVRES,2010,6126.0,0.0
65152,VERONNES,2010,844.0,0.0
65150,VERONNE,2010,881.0,0.0
65148,VERON,2010,0.0,0.0
65146,VERO,2010,0.0,0.0
1254,ANGIENS,2010,6580.0,0.0
1252,ANGICOURT,2010,0.0,0.0
22182,FRICOURT,2010,0.0,0.0
1250,ANGEY,2010,7539.0,0.0
1248,ANGEVILLERS,2010,0.0,0.0
1246,ANGEVILLE,2010,0.0,0.0
1244,ANGERVILLIERS,2010,0.0,0.0
1242,ANGERVILLE-LA-MARTEL,2010,3912.0,0.0
1240,ANGERVILLE-LA-CAMPAGNE,2010,0.0,0.0
1238,ANGERVILLE-L'ORCHER,2010,19576.0,0.0
1236,ANGERVILLE-BAILLEUL,2010,6835.0,0.0
1276,ANGLEMONT,2010,2979.0,0.0
1274,ANGLEFORT,2010,0.0,0.0
65144,VERNY,2010,15193.0,0.0
65142,VERNUSSE,2010,2769.0,0.0
65140,VERNOY,2010,1197.0,0.0
65180,VERRIERES,2010,59335.0,0.0
65178,VERRIE,2010,0.0,0.0
65176,VERRICOURT,2010,138.0,0.0
65174,VERREY-SOUS-SALMAISE,2010,3936.0,0.0
65172,VERREY-SOUS-DREE,2010,1070.0,0.0
65170,VERRERIES-DE-MOUSSANS,2010,0.0,0.0
65168,VERRENS-ARVEY,2010,0.0,0.0
65166,VERQUIN,2010,0.0,0.0
65164,VERQUIGNEUL,2010,0.0,0.0
65162,VERQUIERES,2010,0.0,0.0
65160,VERPILLIERES-SUR-OURCE,2010,468.0,0.0
65158,VERPILLIERES,2010,0.0,0.0
65202,VERS-SUR-MEOUGE,2010,1127.0,0.0
65200,VERS-SOUS-SELLIERES,2010,0.0,0.0
65198,VERS-PONT-DU-GARD,2010,0.0,0.0
65196,VERS-EN-MONTAGNE,2010,0.0,0.0
65194,VERS,2010,32642.0,0.0
65192,VERRUYES,2010,0.0,0.0
22180,FRICHEMESNIL,2010,1783.0,0.0
65190,VERRUE,2010,6983.0,0.0
65188,VERRIERES-LE-BUISSON,2010,0.0,0.0
65186,VERRIERES-EN-FOREZ,2010,0.0,0.0
65184,VERRIERES-DU-GROSBOIS,2010,0.0,0.0
65182,VERRIERES-DE-JOUX,2010,9886.0,0.0
65224,VERSONNEX,2010,62809.0,0.0
65222,VERSON,2010,0.0,0.0
65220,VERSOLS-ET-LAPEYRE,2010,0.0,0.0
22178,FRICAMPS,2010,2399.0,0.0
65218,VERSIGNY,2010,29562.0,0.0
65216,VERSEILLES-LE-HAUT,2010,773.0,0.0
65214,VERSEILLES-LE-BAS,2010,1851.0,0.0
17972,DONCOURT-SUR-MEUSE,2010,489.0,0.0
65212,VERSAUGUES,2010,12201.0,0.0
1232,ANGERS,2010,0.0,0.0
1230,ANGEOT,2010,0.0,0.0
1228,ANGELY,2010,2037.0,0.0
1226,ANGEDUC,2010,0.0,0.0
1224,ANGECOURT,2010,7620.0,0.0
1222,ANGEAC-CHARENTE,2010,4676.0,0.0
1220,ANGEAC-CHAMPAGNE,2010,0.0,0.0
1218,ANGE,2010,0.0,0.0
1216,ANGAIS,2010,0.0,0.0
1214,ANETZ,2010,0.0,0.0
17970,DONCOURT-LES-LONGUYON,2010,3788.0,0.0
1256,ANGIREY,2010,0.0,0.0
65210,VERSAINVILLE,2010,0.0,0.0
17968,DONCOURT-LES-CONFLANS,2010,0.0,0.0
65208,VERSAILLEUX,2010,10444.0,0.0
65206,VERSAILLES,2010,0.0,0.0
65204,VERS-SUR-SELLES,2010,0.0,0.0
65244,VERTAULT,2010,0.0,0.0
65242,VERTAMBOZ,2010,1308.0,0.0
17966,DONCOURT-AUX-TEMPLIERS,2010,2526.0,0.0
65240,VERTAIZON,2010,25587.0,0.0
65238,VERTAIN,2010,4281.0,0.0
17964,DONCIERES,2010,0.0,0.0
65236,VERT-TOULON,2010,14047.0,0.0
65234,VERT-SAINT-DENIS,2010,0.0,0.0
65232,VERT-LE-PETIT,2010,0.0,0.0
65230,VERT-LE-GRAND,2010,0.0,0.0
65228,VERT-EN-DROUAIS,2010,0.0,0.0
18002,DONTRIEN,2010,9537.0,0.0
65226,VERT,2010,13450.0,0.0
18000,DONTREIX,2010,19123.0,0.0
65264,VERTUS,2010,137237.0,0.0
65262,VERTRIEU,2010,0.0,0.0
65260,VERTOU,2010,0.0,0.0
65258,VERTON,2010,18058.0,0.0
65256,VERTOLAYE,2010,0.0,0.0
65254,VERTHEUIL,2010,0.0,0.0
17998,DONNEZAC,2010,0.0,0.0
65252,VERTHEMEX,2010,10374.0,0.0
17996,DONNEVILLE,2010,0.0,0.0
65250,VERTEUIL-SUR-CHARENTE,2010,8600.0,0.0
65248,VERTEUIL-D'AGENAIS,2010,6243.0,0.0
17994,DONNERY,2010,0.0,0.0
65246,VERTEILLAC,2010,22961.0,0.0
65282,VESAIGNES-SOUS-LAFAUCHE,2010,1946.0,0.0
17992,DONNENHEIM,2010,13494.0,0.0
65280,VERZY,2010,81835.0,0.0
22176,FRIBOURG,2010,2779.0,0.0
65278,VERZENAY,2010,75543.0,0.0
65276,VERZEILLE,2010,0.0,0.0
65274,VERZE,2010,0.0,0.0
65272,VERY,2010,2313.0,0.0
22174,FRIAUVILLE,2010,0.0,0.0
1210,ANERES,2010,2880.0,0.0
1208,ANDUZE,2010,0.0,0.0
1206,ANDRYES,2010,6756.0,0.0
1204,ANDREZIEUX-BOUTHEON,2010,0.0,0.0
22172,FRIAUCOURT,2010,7878.0,0.0
1202,ANDREZEL,2010,4672.0,0.0
1200,ANDREZE,2010,0.0,0.0
1198,ANDRESY,2010,0.0,0.0
1196,ANDREST,2010,29018.0,0.0
1194,ANDRES,2010,0.0,0.0
1192,ANDREIN,2010,3401.0,0.0
22170,FRIARDEL,2010,874.0,0.0
1234,ANGERVILLE,2010,5139.0,0.0
65270,VERVINS,2010,36106.0,0.0
65268,VERVEZELLE,2010,2298.0,0.0
65266,VERVANT,2010,2284.0,0.0
22208,FROESCHWILLER,2010,3783.0,0.0
65302,VESIGNEUL-SUR-MARNE,2010,6579.0,0.0
65300,VESDUN,2010,5992.0,0.0
65298,VESCOVATO,2010,45804.0,0.0
65296,VESCOURS,2010,1769.0,0.0
65294,VESCLES,2010,7853.0,0.0
65292,VESCHEIM,2010,619.0,0.0
65290,VESCEMONT,2010,0.0,0.0
65288,VESC,2010,0.0,0.0
65286,VESANCY,2010,0.0,0.0
65284,VESAIGNES-SUR-MARNE,2010,0.0,0.0
65322,VESVRES-SOUS-CHALANCEY,2010,2783.0,0.0
22206,FROENINGEN,2010,20767.0,0.0
65320,VESVRES,2010,540.0,0.0
65318,VESTRIC-ET-CANDIAC,2010,0.0,0.0
65316,VESSEY,2010,7099.0,0.0
65314,VESSEAUX,2010,22162.0,0.0
65312,VESOUL,2010,0.0,0.0
65310,VESLY,2010,22693.0,0.0
22204,FROCOURT,2010,0.0,0.0
65308,VESLUD,2010,10288.0,0.0
65306,VESLES-ET-CAUMONT,2010,0.0,0.0
65304,VESINES,2010,0.0,0.0
